player,role,role_mantra,team,Prezzo_Consigliato_Cr,NN_FV_Atteso,NN_MV_Atteso,NN_Rischio_Std,Prob_Bonus_Ge_8_%,Prob_Picco_Ge_10_%,Clean_Sheet_%,FVM_1000,n_stagioni,mv_media_3y,mfv_media_3y,mv_storica,mfv_storica,mv_std,mv_trend,availability,gol_per_pg,ass_per_pg,amm_per_pg,rig_per_pg,n_seasons_us,xg_media_3y,xa_media_3y,xg_per90,xa_per90,npxg_per90,shots_per90,offensive_index,gf_avg_3y,giorni_infortunio_3y,n_infortuni_3y,infortunio_grave,malus_infortuni,starts_2627,sub_apps_2627,minutes_2627,is_starter_2627,starter_pct_2627,score_composito,score_composito_base,predicted_pts_p10,predicted_pts_p50,predicted_pts_p90,pts_volatility_spread,vorp_points,target_price_500,target_price_1000,clearing_price_1000,clearing_price_500,target_flags,prezzo_fair_1000,prezzo_fair_500,surplus_value_cr
Cinquegrano,D,Dd;E,SAS,2,0.4,6.0,0.5,0.0,0.0,0.0,4,,,,,,,,,,,,,,,,,,,,0.9714,1.594,13,3,0,0.051,2,0,180,True,1.0,0.4973,0.5011,77.6,178.6,217.6,140.0,16.7,2,4,3,1,floor_qi;clearing_observed(historical),4,2,1
Cambiaso,D,Dd;Ds;E,JUV,8,1.8,6.0,0.5,0.0,0.0,0.0,18,5.0,5.935,6.118,5.962,6.114,0.091,-0.014,0.832,0.051,0.108,0.139,0.0,4.0,2.324,3.992,0.075,0.149,0.075,0.83,1.0076,1.992,72,8,0,0.28,0,2,31,False,0.0,0.4973,0.5191,69.1,171.8,215.0,145.9,9.9,7,17,53,26,fade(0.92);clearing_observed(asta_xlsx),17,7,-36
Unai Gomez,C,T,UDI,7,1.6,6.0,0.5,0.0,0.0,0.0,16,,,,,,,,,,,,,1.0,0.299,0.153,0.021,0.011,0.021,0.499,0.965,1.523,11,3,0,0.043,1,1,71,True,0.5,0.497,0.5002,76.6,168.3,217.5,140.9,1.8,7,16,3,1,no_prior_data;clearing_observed(historical),16,7,13
Osmajic,A,Pc,GEN,8,2.8,6.0,0.5,0.0,0.0,0.0,28,,,,,,,,,,,,,,,,,,,,0.9593,1.46,14,2,0,0.054,0,1,27,False,0.0,0.4969,0.501,63.8,156.9,214.2,150.4,24.5,8,28,28,8,no_prior_data,28,8,0
Mastantuono,C,W;T,FIO,11,5.0,6.0,0.5,0.0,0.0,0.0,50,,,,,,,,,,,,,1.0,0.883,0.43,0.138,0.067,0.138,0.469,1.0124,2.045,44,5,0,0.171,2,0,153,True,1.0,0.4969,0.51,76.6,179.1,219.7,143.1,12.6,11,50,54,27,no_prior_data;clearing_observed(historical),50,11,-4
Torriani,P,Por,MIL,1,0.1,6.0,0.5,0.0,0.0,0.0,1,2.0,,,,,0.0,,,,,,,1.0,0.709,0.062,,,,,1.0464,2.419,31,2,0,0.121,0,2,0,False,0.0,0.4968,0.506,64.9,161.9,213.4,148.5,16.7,1,1,1,1,floor_qi;team_discount(MIL);clearing_observed(asta_xlsx),1,1,0
Daffara,P,Por,PAR,6,0.7,6.0,0.5,0.0,0.0,0.0,7,,,,,,,,,,,,,,,,,,,,0.9545,1.408,0,0,0,0.0,0,2,0,False,0.0,0.4967,0.4967,64.9,161.9,213.4,148.5,16.7,6,7,2,1,goalkeeper_no_fade;clearing_observed(historical),7,6,5
Lucchesi,D,Dc,MON,3,1.1,6.0,0.5,0.0,0.0,0.0,11,1.0,,,,,0.0,,,,,,,,,,,,,,0.9337,1.178,18,3,0,0.07,2,0,149,True,1.0,0.4967,0.502,77.6,178.6,217.6,140.0,16.7,3,11,11,3,no_prior_data,11,3,0
Lontani,A,A,PAR,3,1.1,6.0,0.5,0.0,0.0,0.0,11,,,,,,,,,,,,,1.0,0.255,0.137,0.024,0.013,0.024,0.561,0.9545,1.408,24,2,0,0.093,2,0,137,True,1.0,0.4967,0.5037,75.4,176.6,218.5,143.1,44.2,3,11,5,3,no_prior_data;clearing_observed(historical),11,3,6
Dagasso,C,C,VEN,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.9494,1.351,18,3,0,0.07,0,2,20,False,0.0,0.4961,0.5014,65.0,166.5,216.0,151.0,0.0,1,1,1,1,floor_qi,1,1,0
Amey,D,Dc,FRO,1,0.1,6.0,0.5,0.0,0.0,0.0,1,3.0,,,,,0.0,,,,,,,,,,,,,,0.9827,1.718,18,3,0,0.07,0,2,0,False,0.0,0.4961,0.5014,66.0,161.9,212.5,146.5,0.0,1,1,1,1,floor_qi,1,1,0
Gallo,D,Ds;E,LEC,6,1.2,6.0,0.5,0.0,0.0,0.0,12,5.0,5.895,5.878,4.7,4.658,2.351,1.187,0.875,0.0,0.068,0.083,0.0,4.0,0.657,3.523,0.021,0.119,0.021,0.337,0.9201,1.029,54,8,0,0.21,1,1,45,True,0.5,0.496,0.5121,69.8,157.1,218.4,148.6,0.0,6,11,4,2,fade(0.92);clearing_observed(asta_xlsx),11,6,7
Cutrone,A,Pc,MON,9,2.3,6.0,0.5,0.0,0.0,0.0,23,7.0,5.842,6.227,5.889,6.38,0.144,-0.0336,0.568,0.194,0.062,0.056,0.0,2.0,5.116,1.772,0.366,0.108,0.343,2.852,0.9337,1.178,36,3,0,0.14,1,1,110,True,0.5,0.4958,0.5064,73.5,154.7,231.1,157.6,22.3,9,23,3,1,thin_prior_sample_no_fade;clearing_observed(historical),23,9,20
Favasuli,D,Dd;Ds;E,NAP,4,1.1,6.0,0.5,0.0,0.0,0.0,11,,,,,,,,,,,,,,,,,,,,1.0241,2.173,17,2,0,0.066,0,2,0,False,0.0,0.4957,0.5007,66.0,161.9,212.5,146.5,0.0,3,9,5,2,no_prior_data;team_discount(NAP);clearing_observed(historical),9,3,4
Yeboah J.,A,A,VEN,9,2.7,6.0,0.5,0.0,0.0,0.0,27,1.0,5.91,5.98,5.91,5.98,0.0,,0.737,0.036,0.071,0.214,0.0,1.0,2.531,2.961,0.19,0.222,0.19,2.254,0.9494,1.351,52,8,0,0.202,2,0,170,True,1.0,0.4957,0.5112,97.4,169.2,219.1,121.7,36.8,9,27,8,4,no_prior_data;clearing_observed(historical),27,9,19
Ricci S.,C,M;C,COM,4,1.2,6.0,0.5,0.0,0.0,0.0,12,5.0,6.003,6.078,6.0,6.066,0.104,0.014,0.789,0.04,0.04,0.167,0.0,4.0,1.683,2.156,0.072,0.09,0.072,0.949,1.0068,1.982,68,7,0,0.264,0,1,0,False,0.0,0.4957,0.5161,67.2,166.6,214.6,147.4,0.1,4,12,5,3,fade(1.01);clearing_observed(historical),12,4,7
Russo A.,P,Por,SAS,1,0.1,6.0,0.5,0.0,0.0,0.0,1,2.0,,,,,0.0,,,,,,,,,,,,,,0.9714,1.594,21,2,0,0.082,0,0,0,False,0.0,0.4952,0.5014,64.9,161.9,213.4,148.5,16.7,1,1,1,1,floor_qi,1,1,0
Fabbian,C,C;T,PAR,4,0.8,6.0,0.5,0.0,0.0,0.0,8,3.0,5.968,6.328,6.04,6.463,0.179,-0.215,0.579,0.152,0.015,0.121,0.0,3.0,3.083,1.706,0.29,0.144,0.29,1.999,0.9545,1.408,18,2,0,0.07,0,1,0,False,0.0,0.4952,0.5005,49.3,129.3,223.7,174.4,0.0,4,8,1,1,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),8,4,7
Marusic,D,Dd;Ds;E,LAZ,6,2.0,6.0,0.5,0.0,0.0,0.0,20,9.0,5.833,5.993,5.873,6.018,0.15,-0.019,0.798,0.055,0.048,0.103,0.0,4.0,1.727,1.106,0.046,0.036,0.046,0.514,0.9953,1.856,56,9,0,0.218,1,0,19,True,0.5,0.4948,0.5115,75.6,164.2,219.8,144.2,2.3,6,19,4,2,fade(0.93);clearing_observed(historical),19,6,15
Lahdo,C,C;T,COM,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,,,,,0.0,,,,,,,,,,,,,,1.0068,1.982,23,2,0,0.089,0,2,0,False,0.0,0.4947,0.5014,65.0,166.5,216.0,151.0,0.0,1,1,1,1,floor_qi,1,1,0
Luis Henrique,C,E;W,INT,5,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.89,6.06,5.89,6.06,0.0,,0.711,0.037,0.074,0.037,0.0,1.0,1.152,2.19,0.064,0.122,0.064,0.835,1.1,3.009,16,2,0,0.062,1,1,96,True,0.5,0.4946,0.4992,73.5,167.5,219.5,146.0,1.0,5,13,2,1,fade(1.05);clearing_observed(historical),13,5,11
Ellertsson,C,E;C,GEN,6,1.6,6.0,0.5,0.0,0.0,0.0,16,3.0,5.89,5.975,5.883,5.94,0.091,0.02,0.658,0.043,0.043,0.043,0.0,3.0,1.554,1.561,0.061,0.078,0.061,0.815,0.9593,1.46,8,2,0,0.031,2,0,180,True,1.0,0.4939,0.4962,79.4,184.2,223.6,144.2,17.7,7,17,3,2,fade(1.09);clearing_observed(historical),17,7,14
Wesley,D,E,ROM,18,8.7,6.0,0.5,0.0,0.0,0.0,87,1.0,6.12,6.47,6.12,6.47,0.0,,0.789,0.167,0.0,0.167,0.0,1.0,2.484,5.352,0.09,0.195,0.09,0.909,1.0268,2.203,122,12,0,0.474,2,0,150,True,1.0,0.4937,0.5315,85.5,158.0,231.1,145.6,0.0,14,68,45,22,fade(0.78);clearing_observed(asta_xlsx),68,14,23
Keita M.,C,M;C,PAR,5,1.5,6.0,0.5,0.0,0.0,0.0,15,2.0,5.917,5.927,5.87,5.86,0.14,,0.842,0.016,0.031,0.078,0.0,1.0,1.875,0.209,0.262,0.029,0.262,1.957,0.9545,1.408,86,5,0,0.334,2,0,165,True,1.0,0.4937,0.5197,82.1,157.6,220.4,138.3,0.0,5,16,3,1,fade(1.05);clearing_observed(historical),16,5,13
Busio,C,M;C,VEN,5,1.4,6.0,0.5,0.0,0.0,0.0,14,2.0,5.893,5.98,5.89,5.955,0.01,,0.776,0.051,0.017,0.203,0.0,1.0,2.855,1.615,0.101,0.057,0.101,1.277,0.9494,1.351,83,3,0,0.323,2,0,180,True,1.0,0.4928,0.5179,103.0,179.6,218.8,115.8,13.1,5,14,10,5,no_prior_data;clearing_observed(historical),14,5,4
Meichtry,C,W;T,GEN,5,1.1,6.0,0.5,0.0,0.0,0.0,11,,,,,,,,,,,,,,,,,,,,0.9593,1.46,24,4,0,0.093,0,2,28,False,0.0,0.4923,0.4993,65.0,166.5,216.0,151.0,0.0,5,11,11,5,no_prior_data,11,5,0
Britschgi,D,Dd;Ds;E,PAR,3,1.0,6.0,0.5,0.0,0.0,0.0,10,1.0,5.75,5.7,5.75,5.7,0.0,,0.737,0.0,0.071,0.179,0.0,1.0,0.41,2.035,0.018,0.087,0.018,0.556,0.9545,1.408,7,2,0,0.027,1,0,84,True,0.5,0.4923,0.4943,68.1,158.6,209.5,141.4,0.0,3,10,2,1,fade(1.02);clearing_observed(historical),10,3,8
Maignan,P,Por,MIL,15,5.2,6.0,0.5,0.0,0.0,0.0,52,5.0,6.198,5.233,6.184,5.276,0.08,-0.0,0.826,0.0,0.013,0.045,0.0,4.0,,0.183,0.0,0.006,0.0,0.0,1.0464,2.419,75,12,0,0.292,2,0,180,True,1.0,0.4919,0.5144,67.4,155.4,194.9,127.5,10.2,14,47,120,60,goalkeeper_no_fade;team_discount(MIL);clearing_observed(asta_xlsx),47,14,-73
Comotto,C,M;C,MIL,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,1.0464,2.419,39,2,0,0.152,0,2,0,False,0.0,0.49,0.5014,65.0,166.5,216.0,151.0,0.0,1,1,1,1,floor_qi;team_discount(MIL),1,1,0
Koulierakis,D,Dc,ROM,8,1.5,6.0,0.5,0.0,0.0,0.0,15,,,,,,,,,,,,,,,,,,,,1.0268,2.203,23,8,0,0.089,0,2,22,False,0.0,0.49,0.4966,66.0,161.9,212.5,146.5,0.0,8,15,7,4,no_prior_data;clearing_observed(historical),15,8,8
Ranieri L.,D,Ds;Dc,FIO,3,1.0,6.0,0.5,0.0,0.0,0.0,10,6.0,5.875,5.862,5.847,5.773,0.227,0.0577,0.57,0.042,0.025,0.319,0.0,4.0,1.739,0.83,0.055,0.037,0.055,0.442,1.0124,2.045,0,0,0,0.0,1,1,90,True,0.5,0.4897,0.4897,97.9,163.3,212.9,115.0,1.4,3,10,5,2,fade(0.99);clearing_observed(asta_xlsx),10,3,5
Perri,P,Por,TOR,9,2.6,6.0,0.5,0.0,0.0,0.0,26,,,,,,,,,,,,,,,,,,,,0.9571,1.436,32,2,0,0.124,0,0,0,False,0.0,0.4896,0.4989,64.9,161.9,213.4,148.5,16.7,9,26,26,9,goalkeeper_no_fade,26,9,0
Halhal,D,Dc,VEN,3,1.0,6.0,0.5,0.0,0.0,0.0,10,,,,,,,,,,,,,,,,,,,,0.9494,1.351,42,3,0,0.163,0,2,46,False,0.0,0.4894,0.5017,66.0,163.6,211.9,145.9,1.7,3,10,10,3,no_prior_data,10,3,0
Valdepenas,D,Ds;Dc,FIO,5,1.6,6.0,0.5,0.0,0.0,0.0,16,,,,,,,,,,,,,,,,,,,,1.0124,2.045,41,3,0,0.159,1,1,100,True,0.5,0.4891,0.501,77.6,164.6,214.0,136.4,2.7,5,16,16,8,no_prior_data;clearing_observed(historical),16,5,0
Caprile,P,Por,CAG,10,2.5,6.0,0.5,0.0,0.0,0.0,25,3.0,6.255,5.025,6.25,5.083,0.037,0.015,0.728,0.0,0.0,0.024,0.0,3.0,,0.106,0.0,0.004,0.0,0.0,0.9604,1.472,51,4,0,0.198,2,0,180,True,1.0,0.4888,0.5038,68.0,157.1,191.2,123.2,11.9,10,25,14,7,goalkeeper_no_fade;clearing_observed(asta_xlsx),25,10,11
Akpoguma,D,Dc,FRO,3,0.6,6.0,0.5,0.0,0.0,0.0,6,,,,,,,,,,,,,,,,,,,,0.9827,1.718,40,3,0,0.156,0,2,0,False,0.0,0.4887,0.5004,66.0,163.6,211.9,145.9,1.7,3,6,2,1,no_prior_data;clearing_observed(historical),6,3,4
Mout,C,C,MON,1,1.2,6.0,0.5,0.0,0.0,0.0,12,,,,,,,,,,,,,,,,,,,,0.9337,1.178,56,2,0,0.218,2,0,124,True,1.0,0.4886,0.5051,76.6,168.0,218.4,141.8,1.5,1,12,12,1,floor_qi,12,1,0
Grabara,P,Por,JUV,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,1.0076,1.992,44,6,0,0.171,0,1,0,False,0.0,0.4885,0.5014,64.9,163.6,212.9,148.0,18.4,1,1,4,2,floor_qi;clearing_observed(historical),1,1,-3
Sohm,C,C,VEN,5,1.1,6.0,0.5,0.0,0.0,0.0,11,3.0,5.777,5.862,5.777,5.89,0.179,,0.684,0.064,0.013,0.141,0.0,2.0,1.979,2.338,0.104,0.094,0.104,0.867,0.9494,1.351,31,5,0,0.121,0,2,25,False,0.0,0.4885,0.4975,53.2,133.0,218.7,165.5,0.0,5,11,6,3,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),11,5,5
Comert,D,Dc,TOR,4,1.2,6.0,0.5,0.0,0.0,0.0,12,,,,,,,,,,,,,,,,,,,,0.9571,1.436,45,3,0,0.175,1,0,67,True,0.5,0.4878,0.501,72.5,164.6,214.0,141.5,2.7,4,12,3,2,no_prior_data;clearing_observed(historical),12,4,9
Zaccagni,C,W;A,LAZ,16,8.7,6.0,0.5,0.0,0.0,0.0,87,9.0,6.072,6.445,6.118,6.52,0.349,0.0402,0.661,0.181,0.122,0.226,0.023,4.0,6.406,3.979,0.252,0.148,0.224,1.681,0.9953,1.856,234,18,0,0.7,2,0,180,True,1.0,0.4873,0.5445,99.4,166.0,237.0,137.6,0.0,17,93,175,88,fade(1.07);clearing_observed(asta_xlsx),93,17,-82
Zappacosta,D,Dd;E,ATA,8,1.9,6.0,0.5,0.0,0.0,0.0,19,10.0,6.01,6.293,5.955,6.198,0.199,0.0248,0.616,0.089,0.076,0.125,0.0,4.0,3.143,2.828,0.118,0.126,0.118,1.537,1.0354,2.298,60,10,0,0.233,2,0,180,True,1.0,0.4869,0.5045,86.3,175.8,225.3,139.0,13.9,7,16,12,6,fade(0.83);clearing_observed(historical),16,7,4
Moro N.,C,M;C,BOL,4,1.4,6.0,0.5,0.0,0.0,0.0,14,4.0,5.97,6.105,6.0,6.165,0.043,-0.036,0.566,0.047,0.058,0.035,0.0,1.0,0.833,0.261,,,,,1.004,1.952,0,0,0,0.0,0,2,10,False,0.0,0.4866,0.4866,36.8,115.4,204.8,168.0,0.0,4,14,2,1,fade(1.03);clearing_observed(historical),14,4,12
Berardi,A,A,SAS,19,10.6,6.0,0.5,0.0,0.0,0.0,106,10.0,6.428,7.632,6.33,7.399,0.321,0.0625,0.724,0.36,0.204,0.225,0.135,3.0,7.442,5.008,0.413,0.253,0.207,2.934,0.9714,1.594,325,9,1,1.0,0,1,18,False,0.0,0.4866,0.5725,111.5,193.9,244.3,132.8,61.5,16,87,108,54,fade(0.82);clearing_observed(asta_xlsx),87,16,-21
Hutchinson,C,W;A,MIL,8,2.5,6.0,0.5,0.0,0.0,0.0,25,,,,,,,,,,,,,,,,,,,,1.0464,2.419,47,5,0,0.183,0,0,0,False,0.0,0.4863,0.5,65.0,168.2,215.4,150.4,1.7,7,22,22,7,no_prior_data;team_discount(MIL),22,7,0
Gudmundsson A.,C,T;A,LAZ,12,4.0,6.0,0.5,0.0,0.0,0.0,40,4.0,6.058,6.77,6.037,6.695,0.294,0.025,0.651,0.263,0.081,0.131,0.091,3.0,6.281,3.707,0.289,0.151,0.186,1.689,0.9953,1.856,147,14,0,0.572,1,1,71,True,0.5,0.4862,0.5318,72.6,175.4,248.6,176.0,8.9,12,39,145,72,fade(0.97);clearing_observed(asta_xlsx),39,12,-106
Bastoni,D,Dc,INT,14,4.3,6.0,0.5,0.0,0.0,0.0,43,10.0,6.293,6.428,6.173,6.238,0.136,0.0232,0.611,0.031,0.075,0.163,0.0,4.0,1.269,3.497,0.047,0.137,0.047,0.557,1.1,3.009,57,7,0,0.222,2,0,180,True,1.0,0.4849,0.5016,114.8,184.3,230.6,115.8,22.4,11,35,61,30,fade(0.82);clearing_observed(asta_xlsx),35,11,-26
Geubbels,A,Pc,LEC,8,2.3,6.0,0.5,0.0,0.0,0.0,23,,,,,,,,,,,,,,,,,,,,0.9201,1.029,52,6,0,0.202,2,0,128,True,1.0,0.4842,0.4993,75.4,158.5,216.6,141.2,26.1,8,23,8,4,no_prior_data;clearing_observed(historical),23,8,15
Dybala,A,A,ROM,16,10.0,6.0,0.5,0.0,0.0,0.0,100,11.0,6.37,7.23,6.401,7.646,0.211,-0.0014,0.703,0.391,0.207,0.075,0.102,4.0,7.3,6.327,0.464,0.347,0.297,2.975,1.0268,2.203,347,18,1,1.0,2,0,163,True,1.0,0.484,0.5694,108.0,178.6,262.4,154.4,46.2,16,100,100,50,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),100,16,0
Heggem,D,Ds;Dc,BOL,6,1.5,6.0,0.5,0.0,0.0,0.0,15,1.0,5.84,5.8,5.84,5.8,0.0,,0.658,0.0,0.0,0.0,0.0,1.0,1.015,0.051,0.043,0.002,0.043,0.469,1.004,1.952,24,3,0,0.093,2,0,180,True,1.0,0.4838,0.4906,60.5,161.0,211.8,151.3,0.0,6,15,1,1,fade(0.98);clearing_observed(asta_xlsx),15,6,14
Di Lorenzo,D,Dd;E,NAP,12,3.9,6.0,0.5,0.0,0.0,0.0,39,8.0,6.102,6.32,6.08,6.321,0.115,0.0245,0.905,0.076,0.091,0.153,0.0,4.0,2.678,4.399,0.084,0.131,0.084,0.848,1.0241,2.173,92,4,1,0.658,2,0,180,True,1.0,0.4835,0.5365,73.1,170.6,228.7,155.6,8.7,8,27,51,26,fade(0.82);team_discount(NAP);clearing_observed(asta_xlsx),27,8,-24
Biraghi,D,B;Ds;E,TOR,2,0.5,6.0,0.5,0.0,0.0,0.0,5,11.0,5.732,5.767,5.314,5.423,1.687,0.2732,0.768,0.051,0.116,0.171,0.007,4.0,0.5,3.439,0.053,0.176,0.033,0.756,0.9571,1.436,48,9,0,0.187,0,1,0,False,0.0,0.4833,0.4972,63.9,164.1,210.0,146.1,2.2,2,5,18,9,floor_qi;clearing_observed(asta_xlsx),5,2,-13
Couto,D,Dd;E,COM,8,2.5,6.0,0.5,0.0,0.0,0.0,25,,,,,,,,,,,,,,,,,,,,1.0068,1.982,58,8,0,0.226,2,0,147,True,1.0,0.483,0.5,77.6,163.5,214.9,137.3,1.6,8,25,13,7,no_prior_data;clearing_observed(historical),25,8,12
Santos A.,A,W;A,NAP,14,6.1,6.0,0.5,0.0,0.0,0.0,61,1.0,6.35,7.23,6.35,7.23,0.0,,0.342,0.308,0.0,0.077,0.0,1.0,1.511,1.612,0.163,0.174,0.163,3.122,1.0241,2.173,0,0,0,0.0,1,1,100,True,0.5,0.4828,0.4828,118.3,167.1,261.7,143.4,34.7,12,52,58,29,thin_prior_sample_no_fade;team_discount(NAP);clearing_observed(historical),52,12,-6
Bernardeschi,C,W;T,BOL,10,2.7,6.0,0.5,0.0,0.0,0.0,27,8.0,5.947,6.258,5.969,6.349,0.236,-0.0427,0.664,0.124,0.104,0.183,0.02,1.0,3.179,3.57,0.239,0.268,0.182,2.93,1.004,1.952,84,5,0,0.327,1,1,120,True,0.5,0.4827,0.5076,71.2,172.3,227.5,156.3,5.8,10,27,1,1,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),27,10,26
Moreira,C,E;W,MIL,11,4.5,6.0,0.5,0.0,0.0,0.0,45,,,,,,,,,,,,,,,,,,,,1.0464,2.419,70,7,0,0.272,0,2,0,False,0.0,0.4821,0.5026,67.5,166.5,216.0,148.5,0.0,10,40,26,13,no_prior_data;team_discount(MIL);clearing_observed(historical),40,10,14
Lauberbach,A,Pc,VEN,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.9494,1.351,66,5,0,0.257,0,2,10,False,0.0,0.4821,0.5014,63.8,138.6,213.7,149.9,6.2,1,1,1,1,floor_qi,1,1,0
Romagnoli,D,Dc,LAZ,6,2.0,6.0,0.5,0.0,0.0,0.0,20,11.0,5.955,5.897,6.029,6.017,0.12,-0.0041,0.766,0.037,0.006,0.197,0.0,4.0,2.095,0.352,0.056,0.012,0.056,0.447,0.9953,1.856,111,12,0,0.432,0,2,0,False,0.0,0.4813,0.5147,61.9,141.0,209.3,147.4,0.0,6,19,4,2,fade(0.94);clearing_observed(historical),19,6,15
Troilo,D,Dc,PAR,3,1.4,6.0,0.5,0.0,0.0,0.0,14,1.0,5.79,5.71,5.79,5.71,0.0,,0.553,0.048,0.0,0.238,0.0,1.0,0.977,0.657,0.054,0.036,0.054,0.497,0.9545,1.408,0,0,0,0.0,2,0,175,True,1.0,0.4813,0.4813,88.8,168.8,213.1,124.3,6.9,3,14,3,2,thin_prior_sample_no_fade;clearing_observed(historical),14,3,11
Noslin,A,A,LAZ,6,0.8,6.0,0.5,0.0,0.0,0.0,8,3.0,6.068,6.608,6.123,6.76,0.16,-0.165,0.518,0.186,0.136,0.136,0.0,3.0,3.651,1.953,0.288,0.159,0.288,2.446,0.9953,1.856,60,6,0,0.233,0,2,11,False,0.0,0.4811,0.4985,50.5,144.2,232.2,181.7,11.8,6,8,2,1,thin_prior_sample_no_fade;clearing_observed(historical),8,6,6
Ghilardi,D,Dc,ROM,5,1.0,6.0,0.5,0.0,0.0,0.0,10,2.0,5.897,5.813,5.855,5.745,0.125,,0.592,0.0,0.0,0.178,0.0,2.0,0.552,0.304,0.032,0.018,0.032,0.436,1.0268,2.203,4,2,0,0.016,1,1,90,True,0.5,0.4811,0.4823,74.7,163.7,209.4,134.7,1.8,5,10,2,1,thin_prior_sample_no_fade;clearing_observed(historical),10,5,8
Vlasic,C,T,TOR,13,7.3,6.0,0.5,0.0,0.0,0.0,73,4.0,6.042,6.603,6.085,6.612,0.08,-0.052,0.882,0.157,0.104,0.082,0.052,4.0,5.368,3.725,0.169,0.127,0.124,1.523,0.9571,1.436,163,9,1,0.934,2,0,180,True,1.0,0.481,0.5594,71.0,182.5,245.8,174.8,16.0,12,65,42,21,fade(0.89);clearing_observed(asta_xlsx),65,12,23
Caqueret,C,C;T,COM,6,1.7,6.0,0.5,0.0,0.0,0.0,17,2.0,6.187,6.533,6.225,6.595,0.115,,0.579,0.091,0.159,0.159,0.0,2.0,1.415,2.444,0.087,0.169,0.087,0.899,1.0068,1.982,63,3,0,0.245,0,2,33,False,0.0,0.4793,0.4976,68.8,142.8,220.5,151.7,0.0,6,16,2,1,fade(0.95);clearing_observed(historical),16,6,14
Veiga D.,D,Dd;E,LEC,6,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,5.79,5.703,5.775,5.71,0.045,,0.618,0.0,0.0,0.191,0.0,2.0,0.413,0.881,0.026,0.047,0.026,0.295,0.9201,1.029,4,2,0,0.016,2,0,180,True,1.0,0.4786,0.4798,67.5,171.5,211.9,144.4,9.6,6,12,3,2,fade(1.02);clearing_observed(historical),12,6,9
Grillitsch,C,M;C,FRO,4,1.0,6.0,0.5,0.0,0.0,0.0,10,,,,,,,,,,,,,,,,,,,,0.9827,1.718,77,10,0,0.299,0,2,8,False,0.0,0.478,0.5004,65.0,146.3,215.4,150.4,0.0,4,10,2,1,no_prior_data;clearing_observed(historical),10,4,8
Adams A.,A,Pc,VEN,11,3.5,6.0,0.5,0.0,0.0,0.0,35,2.0,5.987,6.68,5.99,6.7,0.01,,0.882,0.224,0.104,0.045,0.0,2.0,7.577,2.696,0.319,0.107,0.304,2.315,0.9494,1.351,179,8,1,0.996,2,0,180,True,1.0,0.4779,0.5618,65.9,182.8,248.0,182.1,50.4,11,35,13,6,no_prior_data;clearing_observed(historical),35,11,22
Mbangula,C,W;A,BOL,8,2.8,6.0,0.5,0.0,0.0,0.0,28,1.0,6.33,7.13,6.33,7.13,0.0,,0.395,0.2,0.2,0.067,0.0,1.0,0.457,1.754,0.06,0.23,0.06,1.179,1.004,1.952,0,0,0,0.0,0,0,0,False,0.0,0.4779,0.4779,59.9,178.3,217.5,157.6,11.8,8,28,28,8,no_prior_data,28,8,0
Zortea,D,Dd;E,BOL,7,1.9,6.0,0.5,0.0,0.0,0.0,19,5.0,5.98,6.25,5.974,6.236,0.138,0.023,0.632,0.083,0.1,0.142,0.0,4.0,1.275,2.887,0.056,0.154,0.056,0.851,1.004,1.952,58,5,0,0.226,1,1,87,True,0.5,0.4776,0.4944,80.5,168.2,224.0,143.5,6.3,7,18,29,14,fade(0.95);clearing_observed(asta_xlsx),18,7,-11
Pellegrino M.,A,Pc,FIO,14,4.0,6.0,0.5,0.0,0.0,0.0,40,2.0,6.04,6.72,6.065,6.755,0.075,,0.632,0.25,0.0,0.146,0.021,1.0,0.113,0.083,0.017,0.012,0.017,0.443,1.0124,2.045,34,3,0,0.132,2,0,180,True,1.0,0.4769,0.4865,84.2,198.1,257.6,173.4,65.7,13,36,140,70,fade(0.91);clearing_observed(asta_xlsx),36,13,-104
Zielinski,C,C,INT,12,4.5,6.0,0.5,0.0,0.0,0.0,45,11.0,6.108,6.562,6.165,6.642,0.145,-0.0136,0.864,0.139,0.119,0.089,0.011,4.0,2.41,4.323,0.129,0.213,0.091,1.591,1.1,3.009,203,12,0,0.7,1,1,108,True,0.5,0.4767,0.5326,65.6,193.6,233.8,168.2,27.1,10,38,40,20,fade(0.85);clearing_observed(historical),38,10,-2
